"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-01","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2016-01","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2016-01","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2016-01","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2016-01","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2016-01","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2016-04","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","98.3","","","","1"
"2016-04","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","96.2","","","","1"
"2016-04","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","98.7","","","","1"
"2016-04","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","97.9","","","","1"
"2016-04","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2016-04","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2016-04","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2016-04","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2016-04","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2016-04","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2016-04","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2016-04","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2016-04","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2016-04","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2016-04","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2016-04","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2016-04","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2016-04","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2016-04","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2016-07","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","97.7","","","","1"
"2016-07","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","96.4","","","","1"
"2016-07","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","97.9","","","","1"
"2016-07","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","98.1","","","","1"
"2016-07","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2016-07","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2016-07","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2016-07","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2016-07","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2016-07","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2016-07","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2016-07","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2016-07","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2016-07","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2016-07","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2016-07","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2016-07","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2016-07","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2016-07","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2016-10","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","97.7","","","","1"
"2016-10","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","96.5","","","","1"
"2016-10","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","97.8","","","","1"
"2016-10","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","98.5","","","","1"
"2016-10","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2016-10","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2016-10","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2016-10","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2016-10","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2016-10","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2016-10","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2016-10","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2016-10","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2016-10","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2016-10","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2016-10","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2016-10","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2016-10","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2016-10","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2017-01","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","97.8","","","","1"
"2017-01","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","97.6","","","","1"
"2017-01","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","97.7","","","","1"
"2017-01","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","99.0","","","","1"
"2017-01","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2017-01","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2017-01","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2017-01","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2017-01","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2017-01","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2017-01","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2017-01","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2017-01","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2017-01","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2017-01","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2017-01","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2017-01","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2017-01","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2017-01","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2017-04","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","98.3","","","","1"
"2017-04","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","97.8","","","","1"
"2017-04","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","98.3","","","","1"
"2017-04","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","99.3","","","","1"
"2017-04","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2017-04","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2017-04","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2017-04","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2017-04","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2017-04","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2017-04","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2017-04","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2017-04","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2017-04","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2017-04","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2017-04","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2017-04","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2017-04","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2017-04","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2017-07","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","98.5","","","","1"
"2017-07","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","98.3","","","","1"
"2017-07","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","98.4","","","","1"
"2017-07","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","99.8","","","","1"
"2017-07","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2017-07","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2017-07","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2017-07","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2017-07","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2017-07","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2017-07","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2017-07","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2017-07","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2017-07","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2017-07","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2017-07","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2017-07","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2017-07","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2017-07","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2017-10","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","98.5","","","","1"
"2017-10","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","98.5","","","","1"
"2017-10","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","98.5","","","","1"
"2017-10","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","99.4","","","","1"
"2017-10","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","","..","","","1"
"2017-10","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","","..","","","1"
"2017-10","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","","..","","","1"
"2017-10","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","","..","","","1"
"2017-10","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","","..","","","1"
"2017-10","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","","..","","","1"
"2017-10","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","","..","","","1"
"2017-10","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","","..","","","1"
"2017-10","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","","..","","","1"
"2017-10","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","","..","","","1"
"2017-10","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","","..","","","1"
"2017-10","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","","..","","","1"
"2017-10","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","","..","","","1"
"2017-10","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","","..","","","1"
"2017-10","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","","..","","","1"
"2018-01","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","99.5","","","","1"
"2018-01","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","99.3","","","","1"
"2018-01","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","99.5","","","","1"
"2018-01","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","99.9","","","","1"
"2018-01","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","100.0","","","","1"
"2018-01","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.1","","","","1"
"2018-01","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","100.0","","","","1"
"2018-01","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","99.4","","","","1"
"2018-01","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","99.4","","","","1"
"2018-01","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","99.0","","","","1"
"2018-01","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","99.4","","","","1"
"2018-01","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","99.9","","","","1"
"2018-01","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","99.3","","","","1"
"2018-01","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","99.5","","","","1"
"2018-01","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","99.3","","","","1"
"2018-01","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","99.6","","","","1"
"2018-01","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","99.5","","","","1"
"2018-01","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","99.3","","","","1"
"2018-01","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","99.5","","","","1"
"2018-01","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","100.0","","","","1"
"2018-01","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","99.7","","","","1"
"2018-01","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","98.7","","","","1"
"2018-01","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","99.8","","","","1"
"2018-01","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","99.9","","","","1"
"2018-04","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","99.9","","","","1"
"2018-04","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","99.8","","","","1"
"2018-04","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","99.9","","","","1"
"2018-04","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","99.9","","","","1"
"2018-04","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","99.7","","","","1"
"2018-04","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.0","","","","1"
"2018-04","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","99.7","","","","1"
"2018-04","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","99.4","","","","1"
"2018-04","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","100.0","","","","1"
"2018-04","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.2","","","","1"
"2018-04","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","100.0","","","","1"
"2018-04","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","99.9","","","","1"
"2018-04","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","99.9","","","","1"
"2018-04","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","100.1","","","","1"
"2018-04","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","99.8","","","","1"
"2018-04","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","99.6","","","","1"
"2018-04","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","99.8","","","","1"
"2018-04","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","99.8","","","","1"
"2018-04","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","99.8","","","","1"
"2018-04","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","100.0","","","","1"
"2018-04","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","99.9","","","","1"
"2018-04","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","98.8","","","","1"
"2018-04","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","100.1","","","","1"
"2018-04","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","99.9","","","","1"
"2018-07","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","100.3","","","","1"
"2018-07","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","100.3","","","","1"
"2018-07","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","100.3","","","","1"
"2018-07","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","100.2","","","","1"
"2018-07","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","99.7","","","","1"
"2018-07","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","99.9","","","","1"
"2018-07","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","99.7","","","","1"
"2018-07","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","99.4","","","","1"
"2018-07","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","100.4","","","","1"
"2018-07","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.0","","","","1"
"2018-07","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","100.4","","","","1"
"2018-07","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","99.9","","","","1"
"2018-07","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","100.3","","","","1"
"2018-07","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","100.1","","","","1"
"2018-07","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","100.3","","","","1"
"2018-07","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","101.0","","","","1"
"2018-07","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","100.5","","","","1"
"2018-07","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","100.7","","","","1"
"2018-07","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","100.5","","","","1"
"2018-07","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","100.1","","","","1"
"2018-07","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","99.9","","","","1"
"2018-07","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","100.8","","","","1"
"2018-07","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","99.9","","","","1"
"2018-07","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","100.1","","","","1"
"2018-10","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","100.3","","","","1"
"2018-10","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","100.6","","","","1"
"2018-10","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","100.3","","","","1"
"2018-10","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","100.0","","","","1"
"2018-10","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","100.6","","","","1"
"2018-10","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.0","","","","1"
"2018-10","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","100.5","","","","1"
"2018-10","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","101.7","","","","1"
"2018-10","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","100.2","","","","1"
"2018-10","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.8","","","","1"
"2018-10","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","100.2","","","","1"
"2018-10","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.2","","","","1"
"2018-10","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","100.5","","","","1"
"2018-10","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","100.4","","","","1"
"2018-10","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","100.5","","","","1"
"2018-10","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","99.8","","","","1"
"2018-10","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","100.1","","","","1"
"2018-10","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","100.2","","","","1"
"2018-10","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","100.2","","","","1"
"2018-10","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","99.9","","","","1"
"2018-10","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","100.4","","","","1"
"2018-10","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","101.7","","","","1"
"2018-10","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","100.3","","","","1"
"2018-10","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","100.2","","","","1"
"2019-01","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","100.7","","","","1"
"2019-01","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","101.1","","","","1"
"2019-01","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","100.6","","","","1"
"2019-01","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","101.1","","","","1"
